entities;id;isLabeled;label;peer_label;score;text
Interkulturelle Tage, ¦, Waisenhausstraße,   , Neues Nachbarn, Europa, Oliver Lück, Europa, Chilibauern Weltfußballer, Lionel Messi, Jahren Mafia, Engländer, Affenkostüm, Norwegen, Portugal, Irland Slowakei, Kanarischen   Inseln, russische Grenze, Telefon, medien@age/Jugendbibliothek   , http://www.dresden.de/de/03/070/c_04.php?shortcut=InterkulturelleTage;14;0;-1;0.03125;0.32017137765063597;"Interkulturelle Tage ( 22.9.2013 - 6.10.2013 ) ¦ Montag , 30 . September 
   9 Uhr medien@age/Jugendbibliothek , Waisenhausstraße 8 

   „ Neues Nachbarn – 26 Länder , 26 Menschen “ 
   50 000 Kilometer Europa 

   20 Monate Oliver Lück VW-Bus Europa 
   gereist . Er traf Goldsucher , Chilibauern Weltfußballer 
   Lionel Messi . Er besuchte Sizilianerin , 
   Jahren Mafia kämpft , 
   Engländer , Affenkostüm Bürgermeister 
   Heimatstadt gewählt . Von Norwegen 
   Portugal , Irland Slowakei , Kanarischen 
   Inseln russische Grenze – Reise 
   26 Länder besonderen Menschen ihren 
   ungewöhnlichen Geschichten . Die Lesung geeignet 
   Schüler Klasse 9 , Eintritt frei . 
   Anmeldung Telefon ( 03 51 ) 4 86 17 81 
   Veranstalter : medien@age/Jugendbibliothek 

   http://www.dresden.de/de/03/070/c_04.php?shortcut=InterkulturelleTage"
TV, ESC;15;0;-1;0.0;0.004157031554081758;B-Jugend Geestemünder TV - ESC
Pipperlapupp Ihr, Pipperlapupper;16;0;-1;0.0;0.18557308854654864;"Improtheater Pipperlapupp Ihr herzlich eingeladen Spektakel Pipperlapupper teilzuhaben , witzigen Dialogen , wilden Gestikulationen verrückten Spielen Bühne Schokoladenseite zeigen . Wer weiß , diesmal passieren ? 

   Eintritt frei ."
Probieren Studieren !, Auswahl Kauf Weines Gaumen, Weinseminar, Probieren;17;0;-1;0.0;0.44987705793794197;"Viniversität - Weinschmecker Seminar 3 „ Weinsensorik - Weine probieren beurteilen “ 

   Auch Wein unserem Weinseminar gilt : „ Probieren Studieren ! “ 
   Gerade Hintergrund ständig wachsenden Angebots Weinen Qualitäten Preiskategorien beste Ratgeber Auswahl Kauf Weines Gaumen . 
   Allen chemischen Prüfmethoden theoretischen Informationen Trotz persönlichen Geschmack jedes Einzelnen . 
   In Weinseminar lernen Sie erstaunlichen Fähigkeiten Ihrer Sensorik kennen . Sie erarbeiten Systematik Probieren erlernen 
   Weise , Weine professionell verkosten , beurteilen genießen . Sie Profi verkosten , erfahren , Sie Weine beurteilen lernen , Weine genießen"
Spielinsel Mannheim;18;0;-1;0.0;0.9945140779863476;Spielinsel Mannheim Weitere Infos 's Seite http://spielinsel.jimdo.com/
Suedafrika, Ein Land Seiten, Monaten Aufenthalt Suedafrika, Lesotho Swaziland, Videos, Fred Lennart;19;0;-1;0.71875;0.6071116960127156;"Suedafrika - Ein Land Seiten Nach Monaten Aufenthalt Suedafrika , Lesotho Swaziland aufgenommenen Eindrücke teilen . Ich zeige Fotos Videos . 
   Fred Lennart untermalen Ganze aufgelegter Musik . 
   Es Geburtstag getanzt ! ! 
   Also Leute , erscheint zahlreich lasst Eindrücke Suedafrika wirken ! 

   Tagesmitgliedschaft . 

   Ich freu ! !"
Kerwa Stern Kerwa's-Zeit schönste Zeit;20;0;-1;0.0;0.5300748181199386;Kerwa Stern Kerwa's-Zeit schönste Zeit .
Willkommen, Euch Termin !, Infos Termine;21;0;-1;0.0;0.19550013370019648;"Willkommen Grandhotel - Führung 2 IST AUSGEBUCHT Bitte sucht Euch Termin ! 

   Alle Infos Termine : http://grandhotelcosmopolis.wordpress.com/2013/04/10/willkommen-im-grandhotel-fuhrungen-ab-ende-april-immer-sonntags-um-14-uhr/"
Schritt Paradies, Zeit, Westens Möglichkeit, Zeit, Konservativen Wirtschaftsliberalen Deutungshoheit, Manja Präkels, Jochen Knoblauch, Klaus Lederer, Karsten Krampitz, Herr Horst, Konstanze Kriese;22;0;-1;0.0;0.5424481434008502;"Buchvorstellung : Schritt Schritt Paradies . Handbuch Freiheit Kaum Wort , Zeit gleichermaßen verhunzt missbraucht : Freiheit – Kaufkraft , Überlegenheit Westens Möglichkeit , Zwang entscheiden . Und allzu sorgen Unfreiheit , Freiheit Namen führen . Es Zeit , Konservativen Wirtschaftsliberalen Deutungshoheit Begriff abzusprechen . Freiheit Sozialismus schließen ; bedingen . 
   Buchvorstellung u.a. : Manja Präkels , Jochen Knoblauch , Klaus Lederer , Karsten Krampitz , Herr Horst , Konstanze Kriese u.a."
Galina Ustwolskaja, Sebastian Bach, Laura Gallati, PROGRAMM   , Ustwolskaja, CHACONNE, Solovioline Bach, Brahms, Ustwolskaja, russische, Galina Ustwolskaja, Ustwolskaja, Laura Gallati, John Cage, Morton Feldman, Luigi Nono, Luciano Berio, Beat Furrer Galina Ustwolskaja, Christina Thürmer-Rohr, Forum Akazie 3,    , Laura Gallati Berlin, EUR;23;0;-1;1.0;0.0;"Konzert Werken Galina Ustwolskaja     Johannes Brahms/Johann Sebastian Bach , Laura Gallati , Klavier PROGRAMM 

   Galina Ustwolskaja 
   Klaviersonate Nummer 3 ( 1952 ) 
   Klaviersonate Nummer 4 ( 1957 ) 

   Johannes Brahms/Johann Sebastian Bach 
   CHACONNE d-moll Solovioline Bach ( 1879/1714 ) 
   Klavierbearbeitung Brahms linke Hand . 

   Galina Ustwolskaja 
   Klaviersonate Nummer 5 ( 1986 ) 
   Klaviersonate Nummer 6 ( 1988 ) 

    Die russische Komponistin Galina Ustwolskaja ( 1919 - 2006 ) studierte Lieblingsschülerin Schostakowitsch Konservatorium Leningrad , 1948 Kompositionsunterricht erteilte . Allerdings hört Lehrer ihren Werken . Ustwolskaja Außenseiterinnen abendländischen modernen Musik – Werk klein , Name steht kompromissloses Komponieren . Die Entstehung Klaviersonaten erstreckt 40 Jahre – Komponistinnenleben . 

   Der Arbeitsschwerpunkt Pianistin Laura Gallati Aufführung zeitgenössischer Musik anderem John Cage , Morton Feldman , Luigi Nono , Luciano Berio , Beat Furrer Galina Ustwolskaja . Sie Komponistin Werken herkömmliche , experimentelle elektro-akustische Instrumente . 2003 – gemeinsam Christina Thürmer-Rohr – philosophisch-musikalische Forum Akazie 3 ( forumakazie3.de ) gegründet .     Seit 1996 lebt Laura Gallati Berlin . 

   Eintritt 3/1 EUR"
Junges Chemie, Since the success of the first symposium 2010, You have the chance to, Bochum, Dortmund and Essen-Duisburg;24;0;-1;0.0625;0.5553567831676676;"Junges Chemie Symposium Ruhr 2014 It is great pleasure to invite you to the 5th jCS Ruhr on October 9th 2014 Bochum . Since the success of the first symposium 2010 it is our main purpose to offer you opportunity to discuss and exchange ideas and experiences concerning your research . You have the chance to present your scientific work from all areas of chemistry with poster and oral presentations . No matter whether you are Bachelor , Master , PhD student or post-doc you have the possibility to talk about your research relaxed and familiar atmosphere . The best poster and oral presentations be awarded by scientific committee . 

   We are looking forward to welcoming you Bochum . 
   Your JCF-Teams Mülheim , Bochum , Dortmund and Essen-Duisburg ."
Maskenball EGO, Am Samstag, End Maskenball, BLIND-Date Party, Paare Singles, EGO Erlebniswelt, Blind Date Maskenball FKK, Bar, Erkundet, Spiegelkabinett Manhattan Room, Damen;25;0;-1;0.15625;0.6905980242748666;"Maskenball EGO Am Samstag , 03.09.2016 findet 20.00 Uhr open End Maskenball - BLIND-Date Party Samstag Paare Singles ( m/w ) EGO Erlebniswelt . 

   Am Blind Date Maskenball FKK welcome : Freunde Freikörperkultur Lust folgen Erlebnisreich textilfrei genießen ! 
   Bitte beachten : Im Bistro bitte Handtuch . 

   An Bar gemütlicher Runde kennenlernen Drink geniessen . Erkundet gemeinsam Erlebnislanschaft verschiedenen Themenräumen , unseren Dschungelroom , 
   Frauenzimmer , Spiegelkabinett Manhattan Room . 

   Damen freien Eintritt . 

   Einlass Maske ! Auf Wunsch Maske 2 € Ort erworben . 

   Wir freuen Euch !"
Black Velvet Band, Peter Wendel, Udo Hafner,   , Christian Hartung !,   Black Velvet,   Freitag, Irish Folk, Blues Corner « Lohr,   Live-Konzert, A-cappella-Stücken   authentischem;26;0;-1;1.0;0.0;"Black Velvet Band 
   Blues Corner 
   LOHR . Peter Wendel ( Gesang , Gitarre , 
   Mandoline ) , Udo Hafner ( Gitarre , Flö¬ 
   ten , Gesang ) Christian Hartung ! 
   ( Geige , Gesang ) - gemeinsam 
   Black Velvet Band - spielen 
   Freitag , 4 . April , Irish Folk Extra¬ 
   klasse » Blues Corner « Lohr . Das 
   Live-Konzert beginnt 21 Uhr 
   bietet A-cappella-Stücken 
   authentischem Irish Folk Count- 
   , ry- , Bluegrass- Cajuneinflüsse . 
   Kartenreservierung tägüch 16 
   Uhr 09352/2491 . shof"
Baby !, Noise-Rock-Action, AMIGO TROPICAL;27;0;-1;0.59375;0.43221757055101495;""" PRE-OPENING "" Nach Geburt schreit Baby ! 

   Noise-Rock-Action "" AMIGO TROPICAL "" ( B ) ! ! ! 

   http://amigotropical.blogspot.de/"
MÜLLERMONTAG < Heiner Müller, VORTRAG, GESPRÄCH   , Wolfgang Müller, Kai Bremer, Heiner Müller, Westberliner, Austausch Müllermontag, Westberlin, Wolfgang Müller, Kai Bremer Heiner Müllers, Westberlin, Internationalen Heiner Müller Gesellschaft, Literaturforum Brecht-Haus, Neues Deutschland   , EINTRITT, Lothar Deus;28;0;-1;0.0;0.27796816258741963;"> MÜLLERMONTAG < Heiner Müller Westberlin VORTRAG UND GESPRÄCH 

   Mit Wolfgang Müller Kai Bremer 

   Heiner Müller Grenzgänger Ost West . In 1980er Jahren vielfach Westberliner Subkultur präsent auseinandergesetzt . Um Austausch Müllermontag . Aufbauend Dokumentation „ Subkultur Westberlin 1979–1989 “ Wolfgang Müller , Autor Mitglied Künstlergruppe „ Die Tödliche Doris “ , Zeit einführen Kai Bremer Heiner Müllers Verhältnis Position Westberlin diskutieren . 

   Eine Veranstaltung Internationalen Heiner Müller Gesellschaft , unterstützt Literaturforum Brecht-Haus 

   Medienpartner : Neues Deutschland 


   EINTRITT : 5 € , erm. 3 € 

   Bild © Lothar Deus"
Kaffeekränzchen Hy, Späti Jugendbuffet ! !, Schontag, Team Späti, Projektcafés BuZe Gaso, Spätis, EUCH, aufmischen Jugend Stadt,   , Alter Gasometer e.V., Zwickauer;29;0;-1;0.0;0.0;"Kaffeekränzchen Hy Fans supergeilen Späti Jugendbuffet ! ! 

   Montag Schontag ? Nicht ! Wir , Team Späti Co. treffen 15:00 Uhr Räumen Jugend- Projektcafés BuZe Gaso . 

   Was ? Wir planen "" Spätis "" , Aktionen hauen Tisch ! Aber motzen , Ideen freuen , EUCH . Weiter überlegen , Stadtrat aufmischen Jugend Stadt stark . 

   Fühlt eingeladen ! 

   In Sinne 
   Zwickau Mitgestalten ! 

   Eintriit frei 
   Veranstalter : Alter Gasometer e.V. / Zwickauer Jugenbuffet"
Nomadenkino Ufer, Scratch Perry‘s Vision of Paradise, Nomadenkino Berlin, VISION OF PARADISE, Rummelsburg, Dub-Produzenten Lee, Perry, Perrys;30;0;-1;0.59375;0.5373617519102958;"Nomadenkino Ufer zeigt : Lee Scratch Perry‘s Vision of Paradise Das Nomadenkino Berlin präsentiert VISION OF PARADISE ( full movie ) Rummelsburg . 

   Origineller Porträtfilm jamaikanischen Reggae- Dub-Produzenten Lee „ Scratch “ Perry , Mythos exzentrischen Musikers „ afrodiasporischen “ Sicht Welt nachspürt . Die relativ distanzlose Inszenierung lauscht charismatischen Künstler sprachartistischen Einlassungen Rastafarismus , Vegetarismus Kolonialismus begleitet Reisen Studio . Interviews Perry inspirierten Musikern musikologische Exkurse versuchen Struktur „ wilde “ Material bringen , angesichts schillernden Persönlichkeit Perrys bedingt gelingt . Gerade gereicht Annäherung Vorteil ."
Konzert Sonntag • Yellowminds, Yellowminds, ’s –;31;0;-1;1.0;0.1704029140625547;"Konzert Sonntag • Yellowminds - Rock made Oldenburg Yellowminds 2008 echte , handgemachte Rock-Pop-Funk-Musik , sensible Balladen . 
   Die sorgsam komponierten Musikstücke bezeugen gefächertes , Musikerleben Bandmitglieder . Yellowminds reißt , überrascht , fasziniert sorgt durchgehend "" sonnige Gedanken "" . 

   Auf ’s – unverwechselbaren Yellow-Stil ! www.yellowminds.net"
CrossFit Einsteiger-Seminar, Teil 2, KRAFTWERK, CrossFit;32;0;-1;0.0;0.0;"CrossFit Einsteiger-Seminar ( Teil 2 ) Am 15 . 22 . Februar 2014 findet KRAFTWERK MÜNCHEN CrossFit Einsteiger Seminar . 

   Wer CrossFit einsteigen Schnuppertraining Feuer gefangen , dreistündigen Terminen grundlegenden Techniken erlernen Absolvieren Einsteiger-Seminars regulären Stunden einsteigen . 

   Teilnehmer : 3 - 10 
   Preis : 79 € 
   Anmeldung : Per E-Mail Markus@KraftwerkMuenchen.de"
Gil Shahams, BR-Sinfonieorchester, amerikanisch-israelische, bayerischen, New Yorker Sejong, Gil Shaham Bachs, Violinkonzert a-Moll, Four Seasons of Pyeong Chang, Sukhi Kang Vivaldis, Die Jahreszeiten, Gil Shaham, Residenzstraße, t, Meistergeiger;33;0;-1;0.967741935483871;0.4662788984079067;"Gil Shahams Zeit "" Artist Residence "" BR-Sinfonieorchester vorbei , amerikanisch-israelische Geiger bayerischen Bühnen verschwunden : Zusammen New Yorker Sejong Soloists Chamber Orchestra spielt Gil Shaham Bachs Violinkonzert a-Moll , "" Four Seasons of Pyeong Chang "" koreanischen Komponisten Sukhi Kang Vivaldis "" Die Jahreszeiten "" ( siehe Seite 3 ) . Gil Shaham , Dienstag , 10 . November , 20 Uhr , Herkulessaal , Residenz , Residenzstraße 1 , t 21 83 73 00 KONZERT Der Meistergeiger"
Morgen, Barry   Jordan Magdeburger, Nuss¬   , Werke Dupre, Langlais   Saint Saens, Barry Jordan,   Port Elizabeth, Südafrika,   , Kapstadt, Wien   Lübeck,   Magdeburg,   Amt, Preis   , Dom   , Veranstaltungsbe¬   , Dom   ;34;0;-1;0.96875;0.5738719013834016;"Orgelkonzert : Morgen 16 
   Uhr begeht Domkantor Barry 
   Jordan Magdeburger Dom 
   heiteren Orgelkon¬ 
   zert Neujahrstag . Die Nuss¬ 
   knacker-Suite Tschaikows- 
   ky , Werke Dupre , Langlais 
   Saint Saens versprechen 
   vergnügliche schwungvol¬ 
   le Momente , ruhige 
   besinnliche Augenblicke . 
   Barry Jordan , geboren 1957 
   Port Elizabeth ( Südafrika ) , stu¬ 
   dierte Kapstadt , Wien 
   Lübeck . Er 1994 
   Magdeburg berufen , 
   Amt Domkantors -Or¬ 
   ganisten bekleidet . Karten 
   Konzert Preis 
   8 Euro ( ermäßigt 6 Euro ) 
   Tageskasse Dom 
   Stunde Veranstaltungsbe¬ 
   ginn erhältlich . Der Dom 
   geheizt , warme Kleidung 
   empfohlen ."
Silicon Drinkabout, The all Silicon Drinkabout, !   , And if you’re, Fabian, Marina, Nina and Karl;35;0;-1;0.12903225806451613;0.7664228047417009;"Silicon Drinkabout Berlin # 23 The all Silicon Drinkabout team wishes you Happy new year ! 

   We all hope you had great christmas break . Now let 's take good resolutions and start the year good way . 
   Join us at Bei Schlawinchen for beer and party of kicker . And if you’re here before 10pm there are pfeffi , waldi , korn+ jägermeister for 1€. 

   See you on friday ! 

   Nick , Fabian , Marina , Nina and Karl ."
20 Jahre Eule-Orgel, Johann Sebastian Bach, BWV, Walther, Hartmut Schill, Christian Langer, Projektorchester,   ;36;0;-1;1.0;0.02678847791813288;"FESTKONZERT : 20 Jahre Eule-Orgel Kreuzkirche Chemnitz Johann Sebastian Bach : 
   Praeludium Fuge Es-Dur BWV 552 

   freie Improvisation Violine , Schlagzeug Orgel 

   Francis Poulenc : 
   Konzert Orgel , Streichorchester Pauken 

   Steffen Walther , Orgel 
   Hartmut Schill , Violine Orchesterleitung 
   Christian Langer , Schlagwerk 
   Projektorchester Orgeljubiläum                                 

   Eintritt : 15,- € , erm. 10,- € 


   http://www.kreuz-kirche-musik.de/"
Sommerparty, Aftershowparty Wincent Weiss, Kurplatz, Steven Henk;37;0;-1;0.96875;0.4636635058046621;"Sommerparty 2- Aftershowparty Wincent Weiss Konzert ... Zeit mal feiern . Wir Mal Wincent Weiss Konzert Binz Anlass genommen Euch steil . 
   Wenn Kurplatz letzte Ton verklungen , öffnen Pforten unvergesslichen Partynacht legendärer Stelle . 
   Musikalisch bestens gerüstet erwartet Euch DJ Steven Henk 22.00 Uhr . 
   Karten Abendkasse schmale 7 Euro . 

   Wir freuen Euch !"
Pedes, Großen Garten, Großen Garten Dresdner Parkeisenbahn, Wissenswertes Bahn, Parks, Interessantes, Hauptbahnhof Gläsernen;38;0;-1;0.0;0.8107359394918799;"Per Bahn per Pedes Schönheiten Großen Garten Am gemütlichsten erkundet 147 Hektar umfassenden Großen Garten Dresdner Parkeisenbahn . Am Start erfahren Sie Wissenswertes Bahn , unternehmen anschließend Fahrt bequem schönsten Orten Parks . Später Fuß . Während Bahn fleißig Runden dreht , erfahren Sie Interessantes Park Palais . 

   Treffpunkt : Hauptbahnhof Gläsernen Manufaktur"
